,step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,rn,rn2
481997,19,DEBIT,3810.71,C1153079066,0.0,0.0,C1783581377,15240.0,349407.23,0,1.0,1.0
521327,20,CASH_OUT,342166.81,C1060052646,82282.0,0.0,C1783581377,7240.42,349407.23,0,1.0,2.0
576320,27,CASH_OUT,329937.88,C148278282,329937.88,0.0,C1783581377,349407.23,679345.1,1,1.0,3.0
624023,34,CASH_IN,239615.11,C333674618,5893069.13,6132684.24,C1783581377,679345.1,550291.93,0,1.0,4.0
626632,34,CASH_OUT,110561.94,C450478426,0.0,0.0,C1783581377,439729.99,550291.93,0,1.0,5.0
712542,37,CASH_OUT,158350.08,C1457053474,0.0,0.0,C1783581377,550291.93,708642.01,0,1.0,6.0
904785,43,CASH_OUT,207631.8,C594575438,0.0,0.0,C1783581377,708642.01,874785.34,0,1.0,7.0
922322,43,CASH_IN,41488.48,C716118684,7556850.51,7598338.99,C1783581377,916273.82,874785.34,0,1.0,8.0
1034619,93,TRANSFER,456272.5,C1668197491,0.0,0.0,C1783581377,874785.34,1331057.84,0,1.0,9.0
1109690,130,CASH_OUT,149129.18,C902112672,0.0,0.0,C1783581377,1331057.84,1480187.02,0,1.0,10.0
1219291,133,CASH_IN,104792.32,C610663332,3804741.76,3909534.08,C1783581377,1480187.02,1375394.7,0,1.0,11.0
1500221,143,CASH_OUT,253945.18,C891000764,0.0,0.0,C1783581377,1375394.7,1629339.88,0,1.0,12.0
1896116,165,TRANSFER,1541653.87,C1695703723,0.0,0.0,C1783581377,1629339.88,3170993.75,0,1.0,13.0
2323433,188,CASH_IN,14683.41,C1053233365,9291013.17,9305696.58,C1783581377,3170993.75,3156310.34,0,1.0,14.0
2404105,202,CASH_OUT,117176.26,C1408307776,0.0,0.0,C1783581377,3156310.34,3273486.6,0,1.0,15.0
2643493,209,TRANSFER,187094.77,C2079563146,40136.0,0.0,C1783581377,3273486.6,3460581.37,0,1.0,16.0
2772203,213,CASH_OUT,236116.28,C1099215912,0.0,0.0,C1783581377,3460581.37,3696697.65,0,1.0,17.0
4096423,301,CASH_IN,130798.02,C1025483749,30137.0,160935.02,C1783581377,3696697.65,3565899.63,0,1.0,18.0
4290335,307,CASH_IN,333500.79,C2028113694,28199920.91,28533421.7,C1783581377,3565899.63,3232398.84,0,1.0,19.0
1458415,140,CASH_OUT,114264.22,C608373594,54966.0,0.0,C1784137006,0.0,114264.22,0,1.0,1.0
1683036,159,CASH_IN,87692.53,C1357259693,8440460.17,8528152.7,C1784137006,114264.22,26571.69,0,1.0,2.0
2008739,180,CASH_OUT,253226.59,C255175650,92854.0,0.0,C1784137006,26571.69,355389.4,0,1.0,3.0
2019558,180,CASH_OUT,75591.12,C1832012030,0.0,0.0,C1784137006,279798.27,355389.4,0,1.0,4.0
2324983,188,CASH_IN,74508.09,C786582290,3254015.94,3328524.03,C1784137006,355389.4,280881.31,0,1.0,5.0
2531841,205,CASH_OUT,216179.15,C1482534686,216179.15,0.0,C1784137006,280881.31,497060.46,1,1.0,6.0
2646250,209,CASH_IN,225298.65,C1144913785,2631267.23,2856565.88,C1784137006,497060.46,271761.81,0,1.0,7.0
2773969,213,CASH_OUT,118502.59,C352777781,32834.0,0.0,C1784137006,271761.81,390264.39,0,1.0,8.0
3052787,234,CASH_OUT,84090.41,C464672485,29909.0,0.0,C1784137006,390264.39,474354.8,0,1.0,9.0
3067629,235,CASH_IN,13799.83,C1790302905,3825064.48,3838864.3,C1784137006,474354.8,460554.97,0,1.0,10.0
3274184,251,CASH_OUT,195838.89,C600364359,0.0,0.0,C1784137006,460554.97,656393.86,0,1.0,11.0
4318043,308,CASH_OUT,154231.99,C923516613,0.0,0.0,C1784137006,656393.86,810625.85,0,1.0,12.0
4698571,331,CASH_OUT,130107.22,C1080458426,0.0,0.0,C1784137006,810625.85,940733.06,0,1.0,13.0
1130507,131,CASH_OUT,131488.5,C1072297840,103917.0,0.0,C1784771871,5795.69,137284.19,0,1.0,1.0
1471209,141,CASH_IN,228539.88,C583021488,3025.0,231564.88,C1784771871,137284.19,0.0,0,1.0,2.0
2425411,202,CASH_IN,166445.03,C2129005470,728.0,167173.03,C1784771871,0.0,0.0,0,1.0,3.0
5989513,416,CASH_IN,158314.33,C1077945932,19615.0,177929.33,C1784771871,0.0,0.0,0,1.0,4.0
6261067,609,CASH_OUT,76133.19,C1871273131,76133.19,0.0,C1784771871,0.0,76133.19,1,1.0,5.0
2443343,203,CASH_OUT,308811.3,C1827681274,28217.0,0.0,C1784785490,0.0,308811.3,0,1.0,1.0
2465878,203,TRANSFER,130595.06,C883731641,346321.06,215725.99,C1784785490,308811.3,439406.36,0,1.0,2.0
2718297,211,CASH_OUT,327016.16,C417432639,157.0,0.0,C1784785490,439406.36,10656162.27,0,1.0,3.0
2736441,212,CASH_OUT,10000000.0,C1041060645,10000000.0,0.0,C1784785490,766422.52,10656162.27,1,1.0,4.0
2741944,212,CASH_IN,110260.25,C2104154666,40732.0,150992.25,C1784785490,10766422.52,10656162.27,0,1.0,5.0
3451300,257,CASH_IN,57751.23,C470338293,7231467.13,7289218.36,C1784785490,10656162.27,10598411.04,0,1.0,6.0
4757978,333,CASH_OUT,308313.48,C118339827,51250.69,0.0,C1784785490,10598411.04,10906724.52,0,1.0,7.0
5127973,356,CASH_OUT,109791.72,C740974808,0.0,0.0,C1784785490,10906724.52,11266858.9,0,1.0,8.0
5136710,356,CASH_OUT,250342.66,C1596544901,0.0,0.0,C1784785490,11016516.24,11266858.9,0,1.0,9.0
5220659,370,CASH_OUT,137386.5,C197098599,36819.91,0.0,C1784785490,11266858.9,11404245.4,0,1.0,10.0
5610494,394,CASH_OUT,361536.92,C888911573,0.0,0.0,C1784785490,11404245.4,11765782.33,0,1.0,11.0
6157841,548,CASH_OUT,134633.56,C810363205,0.0,0.0,C1784785490,11765782.33,11900415.88,0,1.0,12.0
6249178,596,TRANSFER,1305128.53,C543944862,227248.82,0.0,C1784785490,11900415.88,13205544.42,0,1.0,13.0
400462,18,CASH_OUT,107169.55,C1790643815,150717.0,43547.45,C1786011910,12683.46,329742.74,0,1.0,1.0
435753,18,CASH_OUT,209889.73,C1250550051,99402.0,0.0,C1786011910,119853.01,329742.74,0,1.0,2.0
477738,19,CASH_OUT,194520.05,C1649277159,171152.74,0.0,C1786011910,329742.74,714149.18,0,1.0,3.0
485357,19,CASH_OUT,184748.15,C1226107716,0.0,0.0,C1786011910,524262.79,714149.18,0,1.0,4.0
516691,20,CASH_OUT,30263.91,C1041316566,0.0,0.0,C1786011910,709010.94,714149.18,0,1.0,5.0
518691,20,CASH_IN,25125.67,C1739472036,2782794.36,2807920.03,C1786011910,739274.85,714149.18,0,1.0,6.0
539011,21,CASH_OUT,223872.62,C1731158835,0.0,0.0,C1786011910,714149.18,938021.8,0,1.0,7.0
662059,36,TRANSFER,71489.0,C1490225155,149015.0,77526.0,C1786011910,938021.8,1271260.29,0,1.0,8.0
674089,36,CASH_OUT,261749.49,C875871912,19881.0,0.0,C1786011910,1009510.8,1271260.29,0,1.0,9.0
781876,39,TRANSFER,917341.63,C629361248,0.0,0.0,C1786011910,1271260.29,2188601.93,0,1.0,10.0
850103,41,CASH_IN,73367.07,C656899275,5061.0,78428.07,C1786011910,2188601.93,2115234.86,0,1.0,11.0
985997,45,CASH_OUT,217255.97,C1291131466,217255.97,0.0,C1786011910,2115234.86,2332490.82,1,1.0,12.0
1024620,48,CASH_OUT,200334.76,C158512999,35692.27,0.0,C1786011910,2332490.82,2532825.59,0,1.0,13.0
1128475,131,TRANSFER,1905133.35,C526863245,69435.0,0.0,C1786011910,2532825.59,4437958.94,0,1.0,14.0
1197782,133,CASH_IN,94407.62,C1609935795,2230472.24,2324879.85,C1786011910,4437958.94,4063177.37,0,1.0,15.0
1204861,133,CASH_IN,280373.95,C1050704318,3591951.28,3872325.24,C1786011910,4343551.32,4063177.37,0,1.0,16.0
1306728,136,CASH_OUT,128204.96,C1762564343,0.0,0.0,C1786011910,4063177.37,4191382.33,0,1.0,17.0
1380094,138,CASH_IN,241399.14,C695457420,490927.97,732327.11,C1786011910,4191382.33,4244093.25,0,1.0,18.0
1387952,139,CASH_OUT,294110.07,C1191653645,0.0,0.0,C1786011910,3949983.18,4244093.25,0,1.0,19.0
1537087,154,TRANSFER,998962.25,C1535419844,0.0,0.0,C1786011910,4244093.25,5243055.5,0,1.0,20.0
1689430,159,CASH_IN,237850.94,C1840762965,26492914.4,26730765.35,C1786011910,5243055.5,5005204.56,0,1.0,21.0
1857466,164,CASH_OUT,276921.89,C251786077,0.0,0.0,C1786011910,5005204.56,5282126.44,0,1.0,22.0
2090795,182,CASH_OUT,448829.52,C480769916,9541.0,0.0,C1786011910,5282126.44,5730955.96,0,1.0,23.0
2258744,187,TRANSFER,478298.46,C1252885769,0.0,0.0,C1786011910,5730955.96,6209254.42,0,1.0,24.0
2470610,204,CASH_OUT,66183.14,C1463037476,0.0,0.0,C1786011910,6209254.42,6275437.56,0,1.0,25.0
3024380,233,CASH_IN,219217.8,C206985530,4516236.47,4735454.27,C1786011910,6275437.56,6056219.76,0,1.0,26.0
3136014,236,CASH_OUT,81784.0,C1118917229,0.0,0.0,C1786011910,6056219.76,6138003.75,0,1.0,27.0
3280091,251,CASH_IN,78383.54,C1107735589,1809333.83,1887717.37,C1786011910,6138003.75,6059620.21,0,1.0,28.0
3363517,254,CASH_IN,317112.58,C398482579,8121030.99,8438143.58,C1786011910,6059620.21,5742507.63,0,1.0,29.0
3989599,298,CASH_OUT,116801.54,C56780191,0.0,0.0,C1786011910,5742507.63,5314662.44,0,1.0,30.0
4002400,298,CASH_IN,544646.73,C1960668728,45751.0,590397.73,C1786011910,5859309.17,5314662.44,0,1.0,31.0
4022014,299,TRANSFER,117179.48,C1508802559,31226.0,0.0,C1786011910,5314662.44,5431841.91,0,1.0,32.0
4138175,303,CASH_IN,197999.0,C672158573,1206511.9,1404510.91,C1786011910,5431841.91,5233842.91,0,1.0,33.0
4251229,306,CASH_OUT,23115.96,C269592984,584373.44,561257.48,C1786011910,5233842.91,5256958.87,0,1.0,34.0
4290785,307,CASH_OUT,64506.09,C226286003,0.0,0.0,C1786011910,5256958.87,5321464.97,0,1.0,35.0
4886856,349,CASH_IN,118207.68,C755983151,6837911.54,6956119.22,C1786011910,5321464.97,5203257.29,0,1.0,36.0
5169403,358,CASH_OUT,178769.39,C759707370,0.0,0.0,C1786011910,5203257.29,5382026.68,0,1.0,37.0
5940869,404,CASH_IN,29833.97,C1382295571,10684597.75,10714431.72,C1786011910,5382026.68,5352192.72,0,1.0,38.0
1338832,137,TRANSFER,84228.62,C791225830,0.0,0.0,C1786144514,275810.87,360039.49,0,1.0,1.0
1399957,139,CASH_IN,173690.3,C1839865495,8571126.51,8744816.82,C1786144514,360039.49,186349.19,0,1.0,2.0
1452354,140,CASH_OUT,166750.31,C820910670,0.0,0.0,C1786144514,186349.19,377453.37,0,1.0,3.0
1461162,140,CASH_OUT,24353.87,C1519804111,0.0,0.0,C1786144514,353099.5,377453.37,0,1.0,4.0
1569136,155,CASH_IN,234424.68,C1873680759,2875707.69,3110132.37,C1786144514,377453.37,143028.69,0,1.0,5.0
1920058,167,CASH_OUT,67478.22,C329355076,40465.85,0.0,C1786144514,143028.69,210506.91,0,1.0,6.0
1940262,177,CASH_OUT,8436.51,C1930619280,0.0,0.0,C1786144514,210506.91,218943.42,0,1.0,7.0
2192959,185,DEBIT,18996.03,C213031558,534.0,0.0,C1786144514,218943.42,237939.45,0,1.0,8.0
2377522,192,CASH_OUT,230057.63,C552594430,0.0,0.0,C1786144514,237939.45,467997.08,0,1.0,9.0
2431758,202,CASH_OUT,164576.06,C990821974,0.0,0.0,C1786144514,467997.08,632573.14,0,1.0,10.0
2829128,226,CASH_OUT,401769.95,C1231226375,72846.0,0.0,C1786144514,632573.14,1034343.09,0,1.0,11.0
2879593,228,CASH_OUT,498490.92,C1717111871,0.0,0.0,C1786144514,1034343.09,1532834.02,0,1.0,12.0
3274623,251,CASH_IN,28379.14,C2032852593,3236239.58,3264618.72,C1786144514,1532834.02,1504454.88,0,1.0,13.0
3450360,257,CASH_OUT,424689.14,C1951304250,35162.0,0.0,C1786144514,1504454.88,1929144.02,0,1.0,14.0
3746243,279,CASH_OUT,147227.46,C1982093776,74335.0,0.0,C1786144514,1929144.02,2076371.48,0,1.0,15.0
4050834,300,CASH_OUT,337194.46,C508913404,0.0,0.0,C1786144514,2076371.48,2220167.76,0,1.0,16.0
4052878,300,CASH_IN,193398.18,C1016039363,6647732.6,6841130.78,C1786144514,2413565.94,2220167.76,0,1.0,17.0
4514602,325,CASH_IN,16483.14,C978684932,4025800.78,4042283.93,C1786144514,2220167.76,2203684.62,0,1.0,18.0
4781200,335,CASH_OUT,238244.39,C715015154,212.0,0.0,C1786144514,2203684.62,2441929.02,0,1.0,19.0
4933840,350,CASH_IN,101652.53,C231376492,105919.0,207571.53,C1786144514,2441929.02,2340276.49,0,1.0,20.0
5184768,360,CASH_IN,128360.58,C1593953770,6470162.64,6598523.22,C1786144514,2340276.49,2211915.91,0,1.0,21.0
5594877,394,CASH_OUT,64544.57,C959446209,0.0,0.0,C1786144514,2211915.91,2276460.48,0,1.0,22.0
5849171,402,CASH_OUT,147288.7,C494931986,0.0,0.0,C1786144514,2276460.48,2423749.18,0,1.0,23.0
5990225,416,CASH_OUT,10000000.0,C246726057,10000000.0,0.0,C1786144514,2423749.18,12423749.18,1,1.0,24.0
4984939,352,CASH_OUT,297207.53,C824610577,49051.0,0.0,C1786318719,0.0,297207.53,0,1.0,1.0
5716599,398,CASH_OUT,489944.93,C194088609,489944.93,0.0,C1786318719,297207.53,787152.46,1,1.0,2.0
6105285,525,CASH_OUT,276152.04,C580882706,0.0,0.0,C1786318719,787152.46,1063304.49,0,1.0,3.0
844901,41,CASH_OUT,400705.31,C630621286,605.0,0.0,C1786351253,0.0,422639.08,0,1.0,1.0
849384,41,TRANSFER,21933.77,C1887912726,0.0,0.0,C1786351253,400705.31,422639.08,0,1.0,2.0
938926,43,CASH_OUT,86390.24,C1097896581,0.0,0.0,C1786351253,422639.08,509029.31,0,1.0,3.0
1030502,68,CASH_OUT,157494.6,C961780738,157494.6,0.0,C1786351253,509029.31,666523.92,1,1.0,4.0
1163209,132,CASH_IN,87976.14,C98819998,11850940.96,11938917.11,C1786351253,666523.92,578547.77,0,1.0,5.0
1196852,132,CASH_OUT,261213.21,C1369659490,0.0,0.0,C1786351253,578547.77,839760.98,0,1.0,6.0
1363265,138,CASH_OUT,86483.17,C566879034,246.0,0.0,C1786351253,839760.98,926244.15,0,1.0,7.0
1619781,157,CASH_OUT,79175.33,C526420328,11865.0,0.0,C1786351253,926244.15,1005419.48,0,1.0,8.0
1782148,162,CASH_IN,126813.51,C1680969635,5405974.51,5532788.02,C1786351253,1005419.48,878605.97,0,1.0,9.0
1982634,179,CASH_OUT,240183.63,C893572503,595.0,0.0,C1786351253,878605.97,1118789.6,0,1.0,10.0
2052155,181,CASH_OUT,3158.28,C1905373165,39903.0,36744.72,C1786351253,1118789.6,1121947.88,0,1.0,11.0
2129232,183,CASH_OUT,118217.84,C881614219,54749.0,0.0,C1786351253,1121947.88,1240165.73,0,1.0,12.0
2205755,186,CASH_IN,95220.36,C1085875952,12223568.56,12318788.93,C1786351253,1240165.73,1144945.36,0,1.0,13.0
2631956,209,CASH_OUT,103531.48,C1552975655,0.0,0.0,C1786351253,1144945.36,1248476.85,0,1.0,14.0
2771494,213,TRANSFER,902364.21,C1366017482,0.0,0.0,C1786351253,1248476.85,2150841.05,0,1.0,15.0
2870483,227,TRANSFER,1499409.05,C2134231327,1216.0,0.0,C1786351253,2150841.05,3650250.1,0,1.0,16.0
2941776,230,CASH_OUT,264499.2,C696296387,0.0,0.0,C1786351253,3650250.1,3914749.3,0,1.0,17.0
3132874,236,CASH_OUT,256504.5,C796150046,0.0,0.0,C1786351253,3914749.3,4171253.81,0,1.0,18.0
3166847,237,CASH_OUT,243840.22,C1215547451,18255.0,0.0,C1786351253,4171253.81,4415094.03,0,1.0,19.0
3308808,252,CASH_OUT,387105.23,C362592961,50235.0,0.0,C1786351253,4415094.03,4802199.26,0,1.0,20.0
3415263,256,CASH_OUT,160931.6,C311927425,0.0,0.0,C1786351253,4802199.26,4963130.86,0,1.0,21.0
4265669,307,CASH_IN,473558.34,C1848968445,3895964.56,4369522.9,C1786351253,4963130.86,4489572.52,0,1.0,22.0
1743894,161,CASH_OUT,215330.17,C1201223161,12194.0,0.0,C1786445505,10462.0,0.0,0,1.0,1.0
1886975,164,CASH_IN,105964.08,C1585001263,46463.0,152427.08,C1786445505,0.0,0.0,0,1.0,2.0
2487618,204,CASH_OUT,309003.0,C1462687709,42591.0,0.0,C1786445505,0.0,309003.0,0,1.0,3.0
2508473,205,CASH_IN,284970.7,C1882211843,122459.0,407429.7,C1786445505,309003.0,24032.3,0,1.0,4.0
4863068,348,CASH_OUT,400666.48,C1476838885,25520.0,0.0,C1786445505,24032.3,424698.78,0,1.0,5.0
5236752,371,CASH_IN,414970.1,C249251524,8693206.88,9108176.98,C1786445505,424698.78,9728.68,0,1.0,6.0
6265589,614,CASH_OUT,4212682.84,C1612893678,4212682.84,0.0,C1786445505,9728.68,4222411.52,1,1.0,7.0
5651173,396,TRANSFER,1035190.28,C324559593,14663.0,0.0,C1786899731,0.0,1035190.28,0,1.0,1.0
5765860,400,CASH_OUT,73185.48,C635135433,0.0,0.0,C1786899731,1035190.28,1108375.76,0,1.0,2.0
6040729,488,CASH_OUT,50279.4,C732624402,50279.4,0.0,C1786899731,1108375.76,1158655.16,1,1.0,3.0
1758306,161,CASH_OUT,238834.85,C814213369,33162.0,0.0,C1787012776,0.0,238834.85,0,1.0,1.0
2448767,203,CASH_IN,63989.29,C1423844478,1920799.49,1984788.78,C1787012776,238834.85,37820.99,0,1.0,2.0
2456050,203,CASH_IN,137024.57,C1724097409,2016480.51,2153505.08,C1787012776,174845.56,37820.99,0,1.0,3.0
2657509,210,CASH_IN,39955.61,C36317381,30878.0,70833.61,C1787012776,37820.99,0.0,0,1.0,4.0
3288939,252,CASH_OUT,76200.04,C225711699,76200.04,0.0,C1787012776,0.0,76200.04,1,1.0,5.0
3904642,284,CASH_IN,42452.98,C306390853,11735492.93,11777945.91,C1787012776,76200.04,33747.05,0,1.0,6.0
4513238,325,CASH_OUT,340028.62,C721589253,30763.0,0.0,C1787012776,33747.05,373775.67,0,1.0,7.0
5269106,372,CASH_OUT,157121.95,C871654883,0.0,0.0,C1787012776,373775.67,530897.63,0,1.0,8.0
5901388,403,TRANSFER,149272.66,C390003888,15349.0,0.0,C1787012776,530897.63,680170.29,0,1.0,9.0
1000129,45,CASH_OUT,136137.85,C1416489897,23318.0,0.0,C178892179,0.0,136137.85,0,1.0,1.0
1254686,134,CASH_OUT,46659.19,C1202072950,0.0,0.0,C178892179,136137.85,182797.04,0,1.0,2.0
1583517,155,CASH_OUT,360108.76,C1411319641,1160.0,0.0,C178892179,182797.04,542905.8,0,1.0,3.0
1883362,164,CASH_IN,37288.21,C44832676,2460194.4,2497482.62,C178892179,542905.8,505617.58,0,1.0,4.0
2020898,180,CASH_OUT,22697.33,C1982180112,82434.0,59736.67,C178892179,505617.58,528314.91,0,1.0,5.0
2313676,188,CASH_OUT,112337.5,C1625888569,1601.0,0.0,C178892179,528314.91,640652.41,0,1.0,6.0
2371144,191,CASH_OUT,132294.93,C1830094235,132294.93,0.0,C178892179,640652.41,772947.34,1,1.0,7.0
2720431,211,CASH_OUT,18689.28,C710204033,0.0,0.0,C178892179,772947.34,791636.62,0,1.0,8.0
3099263,235,CASH_OUT,132610.74,C1138175701,22919.0,0.0,C178892179,791636.62,924247.36,0,1.0,9.0
3323346,253,CASH_OUT,166934.67,C660336747,0.0,0.0,C178892179,924247.36,1091182.03,0,1.0,10.0
3435969,256,CASH_OUT,60097.95,C1133215645,90188.0,30090.05,C178892179,1091182.03,1151279.98,0,1.0,11.0
3523123,259,CASH_IN,82648.18,C696965076,2134262.87,2216911.05,C178892179,1151279.98,1068631.8,0,1.0,12.0
4128379,302,CASH_OUT,421673.95,C902960752,431015.0,9341.05,C178892179,1068631.8,1490305.75,0,1.0,13.0
4245064,306,TRANSFER,1429024.24,C165526152,0.0,0.0,C178892179,1490305.75,2919329.99,0,1.0,14.0
4579888,328,CASH_OUT,109484.06,C1323327171,0.0,0.0,C178892179,2919329.99,3028814.05,0,1.0,15.0
4734960,332,CASH_OUT,242950.44,C1549053045,0.0,0.0,C178892179,3028814.05,3271764.49,0,1.0,16.0
5504965,380,TRANSFER,866024.39,C1574778799,0.0,0.0,C178892179,3271764.49,4137788.88,0,1.0,17.0
5862513,403,CASH_OUT,183595.39,C369797879,0.0,0.0,C178892179,4137788.88,4321384.27,0,1.0,18.0
3715782,278,TRANSFER,10533.98,C1877192849,513.0,0.0,C1789053993,0.0,10533.98,0,1.0,1.0
5184652,360,CASH_OUT,78357.77,C1648787789,78357.77,0.0,C1789053993,10533.98,88891.75,1,1.0,2.0
177377,12,CASH_IN,277758.97,C670803632,58634.0,336392.97,C1789882794,0.0,0.0,0,1.0,1.0
304009,15,CASH_OUT,533567.22,C1596222859,229829.0,0.0,C1789882794,0.0,533567.22,0,1.0,2.0
333423,16,TRANSFER,157739.54,C284537090,73376.0,0.0,C1789882794,533567.22,691306.76,0,1.0,3.0
367455,17,CASH_IN,163517.94,C1225479307,204584.0,368101.94,C1789882794,691306.76,527788.82,0,1.0,4.0
654807,35,CASH_OUT,325831.25,C1031295537,0.0,0.0,C1789882794,527788.82,853620.08,0,1.0,5.0
717718,37,CASH_OUT,118662.83,C1394935488,0.0,0.0,C1789882794,853620.08,972282.9,0,1.0,6.0
760836,38,CASH_OUT,384117.92,C1216167711,0.0,0.0,C1789882794,972282.9,1356400.83,0,1.0,7.0
947045,44,CASH_OUT,84992.46,C2082438512,0.0,0.0,C1789882794,1356400.83,1441393.28,0,1.0,8.0
1029216,48,CASH_OUT,226967.69,C504425838,10998.0,0.0,C1789882794,1441393.28,1668360.97,0,1.0,9.0
1070157,127,CASH_OUT,1848199.45,C588222380,1848199.45,0.0,C1789882794,1668360.97,3516560.42,1,1.0,10.0
1217987,133,TRANSFER,174801.4,C2125399920,0.0,0.0,C1789882794,3516560.42,3438720.99,0,1.0,11.0
1221609,133,CASH_IN,252640.83,C662395640,1116.0,253756.83,C1789882794,3691361.82,3438720.99,0,1.0,12.0
1296833,136,CASH_IN,25329.95,C1483792644,3811948.7,3837278.66,C1789882794,3438720.99,3413391.04,0,1.0,13.0
1400280,139,CASH_OUT,168260.6,C1094566049,442151.65,273891.04,C1789882794,3413391.04,3581651.64,0,1.0,14.0
1513596,153,CASH_OUT,347992.82,C281980956,9443.0,0.0,C1789882794,3581651.64,3929644.46,0,1.0,15.0
1589531,155,CASH_IN,159116.17,C1552360761,4563041.34,4722157.51,C1789882794,3929644.46,3770528.29,0,1.0,16.0
1866070,164,CASH_OUT,117039.42,C1661989027,0.0,0.0,C1789882794,3770528.29,3887567.71,0,1.0,17.0
1925054,167,CASH_OUT,80948.04,C1461766046,0.0,0.0,C1789882794,3887567.71,3968515.75,0,1.0,18.0
2100223,182,CASH_IN,232598.29,C2128239822,2129.0,234727.29,C1789882794,3968515.75,3735917.46,0,1.0,19.0
2333127,188,TRANSFER,330802.42,C1290460018,0.0,0.0,C1789882794,3735917.46,4066719.88,0,1.0,20.0
2679386,210,CASH_OUT,38367.97,C1392149103,0.0,0.0,C1789882794,4066719.88,4105087.85,0,1.0,21.0
3726911,278,CASH_IN,294394.56,C1069626076,13171082.29,13465476.85,C1789882794,4105087.85,3810693.29,0,1.0,22.0
3763269,279,CASH_OUT,61520.04,C1456697481,108701.0,47180.96,C1789882794,3810693.29,3872213.33,0,1.0,23.0
4823198,346,CASH_OUT,126651.71,C1542069292,0.0,0.0,C1789882794,3872213.33,3998865.04,0,1.0,24.0
5077084,355,CASH_IN,8272.4,C532875884,3004560.58,3012832.98,C1789882794,3998865.04,3990592.63,0,1.0,25.0
5327595,374,CASH_OUT,308695.91,C341835792,0.0,0.0,C1789882794,3990592.63,4299288.55,0,1.0,26.0
5457197,379,CASH_OUT,191688.52,C697247216,0.0,0.0,C1789882794,4299288.55,4490977.07,0,1.0,27.0
5914855,404,CASH_OUT,152153.0,C1238822395,0.0,0.0,C1789882794,4490977.07,4643130.07,0,1.0,28.0
4598572,328,CASH_OUT,40225.6,C621222769,336239.96,296014.36,C1793840709,45991.86,86217.46,0,1.0,1.0
5817550,401,CASH_OUT,221597.38,C626821139,550.0,0.0,C1793840709,86217.46,307814.85,0,1.0,2.0
6010846,443,CASH_OUT,1795622.71,C142314551,1795622.71,0.0,C1793840709,307814.85,2103437.56,1,1.0,3.0
704637,37,CASH_IN,452360.95,C2068278901,20702.0,473062.95,C1795348373,0.0,0.0,0,1.0,1.0
815910,40,CASH_IN,43936.27,C1209517125,8193.0,52129.27,C1795348373,0.0,0.0,0,1.0,2.0
896004,42,CASH_OUT,506867.52,C341811151,506867.52,0.0,C1795348373,0.0,458682.99,1,1.0,3.0
931914,43,CASH_IN,48184.53,C1924569,3381327.88,3429512.4,C1795348373,506867.52,458682.99,0,1.0,4.0
1138530,131,DEBIT,687.96,C739644697,15388.0,14700.04,C1795348373,458682.99,459370.94,0,1.0,5.0
1248984,134,CASH_IN,272036.45,C2029531914,4273786.31,4545822.76,C1795348373,459370.94,187334.49,0,1.0,6.0
1324254,137,CASH_IN,145231.96,C736275050,15625914.81,15771146.76,C1795348373,187334.49,42102.54,0,1.0,7.0
1783022,162,CASH_IN,185334.5,C723128221,1282.0,186616.5,C1795348373,42102.54,0.0,0,1.0,8.0
3921651,284,CASH_OUT,126947.83,C1427464641,13797.0,0.0,C1795348373,0.0,126947.83,0,1.0,9.0
85388,10,CASH_OUT,165211.32,C1147211937,2155552.1,1990340.78,C1795377601,183203.0,348093.17,0,1.0,1.0
89640,10,CASH_IN,321.15,C173369966,307358.48,307679.63,C1795377601,348414.32,348093.17,0,1.0,2.0
152656,12,CASH_OUT,538349.58,C331365501,15100.0,0.0,C1795377601,315150.56,853500.14,0,1.0,3.0
163536,12,CASH_OUT,236520.61,C564142875,0.0,0.0,C1795377601,853500.14,1090020.75,0,1.0,4.0
228002,14,CASH_OUT,13688.93,C945194924,0.0,0.0,C1795377601,1090020.75,1314579.79,0,1.0,5.0
228953,14,CASH_OUT,171156.83,C1932915076,100096.0,0.0,C1795377601,1103709.68,1314579.79,0,1.0,6.0
296686,15,CASH_OUT,39713.28,C1404885898,0.0,0.0,C1795377601,1274866.51,1314579.79,1,1.0,7.0
300586,15,CASH_OUT,236831.71,C983540132,0.0,0.0,C1795377601,1314579.79,1551411.5,0,1.0,8.0
318984,16,CASH_IN,118207.58,C1020772013,4743764.33,4861971.91,C1795377601,1551411.5,1315028.49,0,1.0,9.0
355832,17,CASH_IN,118175.44,C442152685,6813234.26,6931409.7,C1795377601,1433203.92,1315028.49,0,1.0,10.0
364679,17,CASH_IN,48906.75,C87102369,43010.0,91916.75,C1795377601,1315028.49,1266121.73,0,1.0,11.0
454451,19,CASH_OUT,133104.59,C741991574,103874.0,0.0,C1795377601,1266121.73,1399226.32,0,1.0,12.0
498766,20,CASH_OUT,29148.57,C1823784336,0.0,0.0,C1795377601,1399226.32,1428374.88,0,1.0,13.0
637943,35,CASH_IN,39618.25,C1201522785,5041189.24,5080807.49,C1795377601,1428374.88,1388756.63,0,1.0,14.0
695725,36,CASH_OUT,235484.93,C436215787,0.0,0.0,C1795377601,1388756.63,1624241.56,0,1.0,15.0
